,Product,Price,Status
1208,"Laptop Apple MacBook Air 13 cu procesor Intel® Dual Core™ i5 1.80GHz, 13.3"", 8GB, 128GB SSD, Intel® HD Graphics 6000, ROM KB, Silver",6.10100 Lei,livrare in 4 zile
1209,"Laptop ultraportabil Lenovo IdeaPad 530S-15IKB cu procesor Intel® Core™ i5-8250U pana la 3.40 GHz, Kaby Lake R, 15.6"", Full HD, 8GB, 256GB SSD, Intel® UHD Graphics 620, Free DOS, Liquid Blue",3.77800 Lei,livrare in 4 zile
1210,"Laptop Dell Latitude 5501, Intel Core i7-9850H, 15.6inch, RAM 16GB, SSD 512GB, nVidia GeForce MX150 2GB, 4G, Windows 10 Pro, Black",8.99997 Lei,livrare in 3 zile
1211,"Laptop MSI GP75 Leopard 9SE-1060XRO, 17.3"" FHD, Intel Core i7-9750H 6-Core (2.60GHz, up to 4.50GHz, 12MB) + HM370, NVIDIA GeForce RTX2060 6GB GDDR6, 16GB DDR4 2666MHz, SSD 1TB NVMe PCIe Gen3x4 SSD, no ODD, Free DOS",8.39998 Lei,livrare in 3 zile
1212,"Laptop Dell Vostro 3580 Intel Core Whiskey Lake (8th Gen) i7-8565U 1TB 8GB AMD Radeon 520 2GB Win10 Pro FullHD , Mouse",4.29999 Lei,livrare in 3 zile
1213,"Laptop 2 in 1 Lenovo YOGA 530-14IKB Intel® Core™ i7-8550U pana la 4.00 GHz, Kaby Lake R, 14"", Full HD, IPS, Touch, 8GB, 512GB SSD, Intel® UHD Graphics 620, Microsoft Windows 10, Active Pen, Mouse",5.39998 Lei,livrare in 4 zile
1214,"Laptop 2 in 1 Lenovo YOGA 730-13IKB Intel® Core™ i5-8250U pana la 3.40 GHz, Kaby Lake R, 13.3"", Full HD, IPS, Touch, 8GB, 256GB SSD, Intel® UHD Graphics 620, Microsoft Windows 10, Iron Grey,+SSD Samsung 500 Gb",5.59999 Lei,livrare in 3 zile
1215,"Laptop Dell Precision 5540, Intel Core i9-9980HK, 15.6inch, RAM 16GB, SSD 256GB, nVidia Quadro T2000 4GB, Linux, Platinum Silver",12.13299 Lei,livrare in 4 zile
1216,"Ultrabook Toshiba Portege Z50-D-10Q cu procesor Intel® Core™ i5-7200U 2.50 GHz, Kaby Lake, 15.6"", Full HD, IPS, 8GB, 256GB SSD, Intel HD Graphics, Microsoft Windows 10 Pro, Grey",5.62999 Lei,în stoc furnizor
1217,Laptop Dell Latitude 5400 Intel Core Whiskey Lake (8th Gen) i5-8365U 256GB SSD 8GB Windows 10 Pro(64bit),6.45813 Lei,livrare in 4 zile
1218,"Laptop Lenovo IdeaPad 320-15ISK / SSD 2TB, Intel® Core i3-6006U ,80XH0088RI, 15.6"", 8GB DDR4 , SSD 2TB, dvd rw, Free DOS",3.15500 Lei,ultimul produs in stoc
1219,Laptop Clevo Dream Machines G1050-17EU55 i7-9750H 17.3”/GTX1050/480 GB SSD/16 GB,4.49900 Lei,livrare in 11 zile
1220,"Laptop Dell G5,15.6"" FHD (1920 x 1080) IPS AG, Intel Core i7-9750H, 16GB DDR4 2666MHz, 256GB M.2 PCIe NVMe +1TB 5400 rpm, noDVD, NVIDIA GeForce RTX 2060 6GB GDDR6, FGPR, Backlit, WIN10P",9.99900 Lei,ultimele 2 produse
1221,"Laptop HP Zbook 17 G5, FHD, i7-8850H, 16Gb Ram, 256Gb Ssd M.2, P3200, UHD 630, Win 10 Pro",13.87500 Lei,ultimul produs in stoc
1222,"Laptop Lenovo 15.6'' ThinkPad T590, FHD IPS, Procesor Intel® Core™ i5-8265U (6M Cache, up to 3.90 GHz), 16GB DDR4, 256GB SSD, GMA UHD 620, 4G LTE, Win 10 Pro, Black",6.32999 Lei,ultimele 2 produse
1223,"Laptop DELL 15.6'' Inspiron 5584, FHD, Procesor Intel® Core™ i7-8565U (8M Cache, up to 4.60 GHz), 16GB DDR4, 256GB SSD, GeForce MX130 4GB, Linux, Platinum Silver, 3Yr CIS",4.49999 Lei,livrare in 3 zile
1224,"Laptop DELL Vostro 3580, Intel Core i7-8565U, 15.6"", RAM 8GB, HDD 1TB, AMD Radeon 520 2GB, Linux, Black ,Adaptor",3.69999 Lei,livrare in 3 zile
1225,"Laptop ASUS X540MA-DM198, 15.6 inch (1920 x 1080), Intel Pentium Silver N5000, Intel UHD Graphics 605, 1 TB HDD, ASUS X540MA-DM198/15/N5000",1.71990 Lei,livrare in 4 zile
1226,"Laptop DELL 15.6'' Inspiron 3584 (seria 3000), FHD, Procesor Intel® Core™ i3-7020U (3M Cache, 2.30 GHz), 4GB DDR4, 1TB, Radeon 520 2GB, Linux, Black",1.79995 Lei,în stoc
1227,"Laptop Dell Inspiron 3593 cu Procesor Intel Core i5-1035G1, 15.6inch, RAM 8GB, SSD 256GB, Intel UHD Graphics, Linux, Black",2.93999 Lei,livrare in 3 zile
1228,"Laptop ultraportabil Lenovo IdeaPad 330S-14IKB cu procesor Intel® Core™ i3-8130U pana la 3.40 GHz, Coffee Lake, 14"", Full HD, IPS, 6GB, 1TB + 128GB SSD, Intel® UHD Graphics 620, Free DOS, Midnight Blue",2.42199 Lei,livrare in 3 zile
1229,"Laptop, HP EliteBook 850 G6 , 15.6 FHD AG UWVA 250 WWAN HD + IR NB, Intel Core i5-8365U, 8GB, UMA, 256GB SED OPAL2 TLC ,720p IR TripleMic Webcam, kbd DP Backlit with numeric keypad, W10p64 , 3yw",7.11382 Lei,livrare in 4 zile
1230,"Laptop ASUS 15.6'' X509FA, FHD, Procesor Intel® Core™ i3-8145U (4M Cache, up to 3.90 GHz), 4GB DDR4, 256GB SSD, GMA UHD 620, Win 10 Pro, Grey",2.53501 Lei,ultimele 3 produse
1231,"Laptop Lenovo cu procesor Intel® Core™ i3-6006U 2.00 GHz, 81HN00HNRI , Skylake, 15.6"", Full HD, 4GB,SSD 1TB, Intel HD Graphics 520, Free DOS",2.08900 Lei,ultimul produs in stoc
1232,"Ultrabook HP 15.6'' EliteBook 1050 G1, UHD, Procesor Intel® Core™ i5-8400H (8M Cache, up to 4.20 GHz), 16GB DDR4, 512GB SSD, GeForce GTX 1050 4GB, Win 10 Pro, Silver",12.58999 Lei,livrare in 3 zile
1233,"Laptop 2 in 1 Microsoft Surface Book 2 15 cu procesor Intel® Core™ i7-8650U pana la 4.20 GHz, Kaby Lake R, 15"", Touch, 16GB, 512GB SSD, NVIDIA® GeForce® GTX 1060 6GB, Microsoft Windows 10 Pro, Silver",13.86329 Lei,livrare in 11 zile
1234,"Laptop Ultraportabil Lenovo ideapad S540-14IML cu procesor Intel Core i5-10210U pana la 4.20 GHz Comet Lake, 14"", Full HD, IPS, 8GB, 512GB SSD, Intel UHD Graphics, Free DOS, Abyss Blue",3.17899 Lei,livrare in 3 zile
1235,"Laptop Lenovo ThinkPad T580 cu procesor Intel® Core™ i5-8250U pana la 3.40 GHz, Kaby Lake R, 15.6"", Full HD, IPS, 8GB, 512GB M.2 SSD, NVIDIA GeForce MX150 2GB, Microsoft Windows 10 Pro, Black",6.18681 Lei,ultimele 3 produse
1236,"Pachet Laptop HP ProBook 450 G5 Intel® Core™ i5-8250U pana la 3.40 GHz, Kaby Lake R, 15.6"", Full HD, 8GB, 128GB SSD, Intel® UHD Graphics 620, Microsoft Windows 10 Pro, Silver, Cablu de date",3.89999 Lei,livrare in 3 zile
1237,"Laptop, HP EliteBook 840 G6, 14 FHD AG UWVA 250 WWAN HD + IR, Intel Core i5-8365U, 8GB, UMA, 256GB SED OPAL2 TLC ,720p IR TripleMic Webcam, kbd DP Backlit , Intel",6.99958 Lei,livrare in 4 zile
1238,"Laptop Dell Latitude 5501, Intel Core i7-9850H, 15.6inch, RAM 16GB, SSD 512GB, Intel UHD Graphics 630, 4G, Linux, Black",7.25199 Lei,livrare in 3 zile
1239,"Laptop Dell Inspiron 5584, Intel Core i7-8565U, 15.6inch, RAM 8GB, SSD 256GB, nVidia GeForce MX130 4GB, Windows 10, Silver",4.74299 Lei,în stoc
1240,"Laptop Toshiba Tecra X40-E-1F Intel Core i7-8550U(BGA)(8M Cache, up to 4.00 GHz), DDR4 2400 16GB + None, M.2 512G SSD, 14.0"" FHD non-glare w/ In Cell Touch, shared graphics, Windows 10 Professional",8.27169 Lei,livrare in 4 zile
1241,"Laptop Lenovo V130 / SSD 480GB, Core i3-6006U,15.6"", 8GB DDR4, SSD 1TB",2.16499 Lei,ultimele 2 produse
1242,"Laptop ASUS ZenBook Pro UX550GE-BO016R Intel® Core™ i7-8750H pana la 4.10 GHz, Coffee Lake, 15.6"", Full HD, Touch, 16GB, 512GB SSD, NVIDIA GeForce GTX 1050 Ti 4GB, Microsoft Windows 10 Pro,+SSD Samsung 500 Gb",9.19999 Lei,livrare in 3 zile
1243,"Laptop Asus VivoBook 15 X512FJ-EJ042, Intel Core i7-8565U, 15.6inch, RAM 8GB, SSD 256GB, nVidia GeForce MX230 2GB, No OS, Slate Gray",3.58421 Lei,livrare in 3 zile
1244,"Laptop Lenovo 14'' ThinkPad T490, WQHD IPS HDR, Procesor Intel® Core™ i7-8565U (8M Cache, up to 4.60 GHz), 16GB DDR4, 512GB SSD, GeForce MX250 2GB, 4G LTE, Win 10 Pro, Black",10.21399 Lei,livrare in 3 zile
1245,"Laptop DELL Vostro 3580, Intel Core i7-8565U, 15.6"", RAM 8GB, HDD 1TB, AMD Radeon 520 2GB, Linux, Black ,Cablu de date",3.69998 Lei,livrare in 3 zile
1246,"Laptop, Lenovo ThinkPad X1 Carbon 7th Gen, 14"" FHD IPS AG 400N, Intel CORE I7-8565U, 16GB, Intel HD, 512GB,INTEL 9560 2X2AC+BT VPRO MB, FIBOCOM L850-GL 4G LTE CAT9, FP, BKLT KB BK, W10 PRO, 3Y",10.82543 Lei,livrare in 4 zile
1247,"Ultrabook KRUGER&MATZ , intel Dual-Core , 4 GB RAM , IPS Full HD , sistem operare Windows 10 , Negru .",1.42331 Lei,livrare in 8 zile
1248,"Pachet Laptop ultraportabil ASUS S430FA-EB007T Intel® Core™ i5-8265U pana la 3.90 GHz, Whiskey Lake, 14"", Full HD, 8GB, 256GB SSD, Intel® UHD Graphics 620, Microsoft Windows 10, Gold Metal, Mouse",3.79999 Lei,livrare in 3 zile
1249,"Ultrabook DELL 14'' Latitude 7490 (seria 7000), FHD, Procesor Intel® Core™ i7-8650U (8M Cache, up to 4.20 GHz), 16GB DDR4, 512GB SSD, GMA UHD 620, Win 10 Pro, Black, Lampa Usb",9.29998 Lei,livrare in 3 zile
1250,"Laptop Lenovo ThinkPad T580 cu procesor Intel® Core™ i7-8550U pana la 4.00 GHz, Kaby Lake R, 15.6"", Full HD, IPS, 8GB, 256GB SSD, Intel® UHD Graphics 620, Microsoft Windows 10 Pro, Black",6.30581 Lei,ultimele 2 produse
1251,"Ultrabook HP 15.6'' EliteBook 1050 G1, FHD, Procesor Intel® Core™ i5-8300H (8M Cache, up to 4.00 GHz), 8GB DDR4, 256GB SSD, GMA UHD 630, Win 10 Pro, Silver",8.85999 Lei,livrare in 3 zile
1252,"Laptop Dell Latitude 5500, Intel Core i5-8265U, 15.6inch, RAM 8GB, SSD 256GB, Intel UHD Graphics 620, 4G, Windows 10 Pro, Black",4.93098 Lei,livrare in 3 zile
1253,"Laptop ASUS X505ZA-BQ298, 15.6 inch FHD 1920 x 1080, AMD Quad-Core R7-2700U, AMD Radeon RX Vega 10 Graphics, 1 TB HDD, ASUS X505ZA-BQ298",3.08526 Lei,livrare in 4 zile
1254,"Laptop MSI GS75 Stealth 9SE-1008XRO, 17.3"" FHD, Intel Core i7-9750H 6-Core (2.60GHz, up to 4.50GHz, 12MB) + HM370, NVIDIA GeForce RTX2060 6GB GDDR6, 16GB DDR4 2666MHz, SSD 1TB NVMe PCIe Gen3x4 SSD, no ODD, Black, Free DOS",9.99999 Lei,livrare in 3 zile
1255,"Laptop Dell Latitude 5490, 14.0'' FHD, Intel(R) Core i5-8350U, Integrated UHD 620, 16GB, DDR4, 512G SATA SSD, Win 10 Pro, Negru",6.88899 Lei,livrare in 3 zile
1256,"Лаптоп, Asus ROG Strix SCAR II GL504GM-ES155, Intel Core i7-8750H (up to 4.1 GHz, 9MB), 15.6 144Hz, FHD (1920x1080) AG IPS, 16GB DDR4, 90NR00K1-M07090",8.06754 Lei,livrare in 4 zile
1257,"Laptop ASUS VivoBook S14 S431FA-EB115, 14 FHD , Intel Core i5-8265U (6M Cache, up to 3.90 GHz), UHD Graphics 620, 8GB DDR4, SSD 256GB NVME M.2 + slot liber M.2 SATA3, NO ODD, Punk Pink cover / Silver inside, Fara OS",3.33099 Lei,livrare in 3 zile
1258,"Laptop ASUS VivoBook S14 S431FA-EB064, 14 FHD, Anti-Glare (mat), Intel Core i5-8265U (6M Cache, up to 3.90 GHz), Intel UHD Graphics 620, 8GB DDR4, SSD 256GB NVME M.2 + slot liber M.2 SATA3, NO ODD, Gun Grey cover / Silver inside, Fara OS",3.33099 Lei,livrare in 3 zile
1259,"Laptop Lenovo / SSD 2TB, Intel® Core i3-6006U , 15.6"", 12GB DDR4 , SSD 2TB , dvd rw, Free DOS",2.91823 Lei,ultimul produs in stoc
1260,"Laptop ASUS VivoBook S14 S431FA-EB115, 14 FHD , Intel Core i5-8265U (6M Cache, up to 3.90 GHz), UHD Graphics 620, 8GB DDR4, SSD 256GB NVME M.2 + slot liber M.2 SATA3, NO ODD, Punk Pink cover / Silver inside, Fara OS",3.33099 Lei,livrare in 3 zile
1261,"Laptop ASUS VivoBook S14 S431FA-EB064, 14 FHD, Anti-Glare (mat), Intel Core i5-8265U (6M Cache, up to 3.90 GHz), Intel UHD Graphics 620, 8GB DDR4, SSD 256GB NVME M.2 + slot liber M.2 SATA3, NO ODD, Gun Grey cover / Silver inside, Fara OS",3.33099 Lei,livrare in 3 zile
1262,"Laptop Lenovo / SSD 2TB, Intel® Core i3-6006U , 15.6"", 12GB DDR4 , SSD 2TB , dvd rw, Free DOS",2.91823 Lei,ultimul produs in stoc
1263,"Laptop Lenovo / SSD 480GB, cu procesor Celeron N4000, 81D100ECRM,15.6"", 8GB DDR4,SSD 480GB, Intel HD Graphics, fara dvd rw, Free DOS",1.68899 Lei,livrare in 4 zile
1264,"Laptop ASUS Pro N580VD-FZ812T cu procesor Intel® Core™ i7-7700HQ pana la 3.80 GHz, Kaby Lake, 15.6"", Full HD, 8GB, 500GB + 128GB SSD, NVIDIA GeForce GTX 1050 4GB, Microsoft Windows 10, Gold",9.31416 Lei,livrare in 8 zile
1265,"Laptop Acer Aspire 3, A315-54-524T, 15.6"" FHD, Intel Core i5-10210U (1.6GHz up to 4.1GHz, 6M), Intel UHD Graphics, 4GB DDR4 2133 MHz, SSD 512GB, NO ODD, NO SD Card reader, Shale Black, Linux",2.45399 Lei,livrare in 3 zile
1266,"Laptop Acer Swift 3, SF314-57-78YK, 14"" FHD, Intel Core i7-1065G7, Intel Iris Plus Graphics, 8GB DDR4 2133 MHz, 1TB SSD, NO ODD, NO SD Card reader, Steel Gray, Windows 10 home",4.72299 Lei,livrare in 3 zile
1267,"Laptop HP 15-da0167nq cu procesor Intel® Core™ i5-7200U pana la 3.10 GHz, Kaby Lake, 15.6"", Full HD, 8GB, 1TB HDD, DVD-RW, GeForce MX110 2GB, Free DOS, Black",4.99900 Lei,livrare in 8 zile
1268,"Laptop ultraportabil Lenovo ThinkPad T470 cu procesor Intel® Core™ i5-7200U 2.50 GHz, Kaby Lake, 14"", Full HD, IPS, 8GB, 256GB SSD, Intel HD Graphics 620, FingerPrint Reader, Microsoft Windows 10 Pro, Black",6.50099 Lei,livrare in 3 zile
1269,"Laptop HP EliteBook 840 G6, 14"" FHD, Intel Core i5-8265U (1.6GHz, up to 3.9GHz, 6MB), Intel UHD Graphics, 8GB DDR4 2400MHz, SSD 256GB PCIe NVMe, no ODD, Tastatura iluminata, Silver, Windows 10 Pro",5.79999 Lei,livrare in 3 zile
1270,"Laptop Dell Inspiron 5593, 15.6"" FHD, Procesor Intel Core i5-1035G1, NVIDIA GeForce MX230 2GB GDDR5, 8GB DDR4, 512GB SSD, No ODD, Linux, Argintiu",3.73499 Lei,livrare in 3 zile
1271,"Laptop, HP ProBook 640 G5 , 14 FHD AG UWVA 250 WWAN HD, Intel Core i5-8365U, 8GB 1D DDR4 2400, UMA, 256GB SED OPAL2 TLC, 720p, kbd DP Backlit, Intel Wi-Fi 6 AX200 ax 2x2+BT 5, Active SmartCard, W10p64 , 1yw",5.79411 Lei,livrare in 4 zile
1272,Laptop Ultrabook Dell XPS 13 Intel Core Whiskey Lake (8th Gen) i7-8565U 512GB 16GB Win10 Pro Ultra HD,11.15999 Lei,în stoc
1273,"Laptop ASUS 15.6'' X509FB, FHD, Procesor Intel® Core™ i5-8265U (6M Cache, up to 3.90 GHz), 8GB DDR4, 256GB SSD, GeForce MX110 2GB, Endless OS, Grey",2.49900 Lei,ultimele 3 produse
1274,"Laptop Lenovo E51-80 cu procesor Intel® Core™ i5-6200U 2.30GHz, Skylake™, 15.6"", Full HD, 4GB, 1TB, DVD Rambo, AMD Exo Pro R5 M330 2GB, Microsoft Windows 10 Pro, Black",3.55597 Lei,ultimul produs in stoc
1275,"Laptop ultraportabil Lenovo IdeaPad 530S-14IKB Intel® Core™ i7-8550U, Kaby Lake R, 14"", Full HD, IPS, 8GB, 256GB SSD, Intel® UHD Graphics 620, Free DOS, Copper+ Speakers Jabra Speak 510 UC",4.89999 Lei,livrare in 3 zile
1276,"Laptop, HP ProBook 650 G5, 15.6 FHD AG UWVA 250 WWAN HD, Intel Core i5-8365U, 8GB 1D DDR4 2400, UMA, 256GB SED OPAL2 TLC ,DVD-Writer, 720p , kbd DP Backlit, Intel Wi-Fi 6 AX200 ax 2x2 MU-MIM, W10p64, 1yw",5.90240 Lei,livrare in 4 zile
1277,"Laptop Dell Latitude,13.3"" HD (1366 x 768) Anti-Glare, Intel Core i5-8250U, 8GB DDR4, 256GB (M.2) SSD, Intel UHD 620 Graphics, Wi-fi AC 8265 (802.11ac) 2x2, 56Whr, Win 10 Pro (64bit)",4.49900 Lei,ultimele 2 produse
1278,"Laptop Toshiba Tecra Z50-E-167 Intel Core i7-8550U(BGA)(8M Cache, up to 4.00 GHz), DDR4 2400 16GB + None, M.2 512G SSD, 15.6"" FHD non-glare (n), shared graphics, Windows 10 Professional",7.37800 Lei,livrare in 4 zile
1279,"Laptop Dell Inspiron 3793, 17.3"" FHD, Procesor Intel Core i5-1035G1 (6MB Cache, up to 3.6 GHz), Intel UHD Graphics, 8GB DDR4, 512GB SSD, DVD Drive, Linux, Negru",3.30799 Lei,livrare in 3 zile
1280,"Laptop Dell Latitude 3500 - 15.6"" Intel Core i5-8265U, 8GB/256GB SSD, Windows 10 Pro(64bit)",5.60252 Lei,livrare in 4 zile
1281,"Laptop 2 in 1 Lenovo YOGA 730-13IKB Intel® Core™ i5-8250U pana la 3.40 GHz, Kaby Lake R, 13.3"", Full HD, IPS, Touch, 8GB, 256GB SSD, Intel® UHD Graphics 620, Microsoft Windows 10, Iron Grey,+Speakers Jabra Speak 510 UC",5.69999 Lei,livrare in 3 zile
1282,"Laptop Dell Inspiron 13 5370 (seria 5000), Intel Core i5-8250U, 13.3inch, RAM 4GB, SSD 256GB, AMD Radeon 530 2GB, Linux, Silver, Mouse",3.59999 Lei,livrare in 4 zile
1283,"Laptop Lenovo / SSD 1TB, Intel Celeron N4000, Gemini lake ,15.6"", 8GB DDR4,SSD 1TB, Intel HD Graphics, fara dvd rw, Free DOS",1.79899 Lei,livrare in 4 zile
1284,"Laptop Acer Aspire 3, A315-55G-57WH, 15.6"" FHD, Intel Core i5-10210U (1.6GHz up to 4.1GHz, 6M), nVidia GeForce MX230 2G VRAM, 8GB DDR4 2133 MHz, SSD 512GB, NO ODD, NO SD Card reader, Charcoal Black, Linux",2.86499 Lei,livrare in 3 zile
1285,"Laptop MSI GS65 Stealth 9SF-1287XRO, 15.6"" FHD, Intel Core i7-9750H 6-Core (2.60GHz, up to 4.50GHz, 12MB) + HM370, NVIDIA GeForce RTX 2070 MAX Q GDDR6 8GB, 16GB DDR4 2666MHz, SSD 512GB NVMe PCIe Gen3x4 SSD, no ODD, Black, Free DOS",10.45099 Lei,livrare in 3 zile
1286,"Laptop ultraportabil Lenovo IdeaPad 530S-14IKB Intel® Core™ i7-8550U, Kaby Lake R, 14"", Full HD, IPS, 8GB, 256GB SSD, Intel® UHD Graphics 620, Free DOS, Copper+ Lampa Usb",4.29999 Lei,livrare in 3 zile
1287,"Laptop Dell Inspiron 3584 cu procesor Intel® Core™ i3-7020U 2.30 GHz, Kaby Lake, 15.6"", Full HD, 4GB, 128GB SSD, Intel® HD Graphics 620, Linux, Black",1.92174 Lei,ultimul produs in stoc
1288,"Laptop MSI GL65 9SD-086XRO, 15.6"" FHD, Intel Core i5-9300H 4-Core (2.40GHz, up to 4.10GHz, 8MB), NVIDIA GeForce GTX 1660 Ti GDDR6 6GB, 8GB DDR4 2666MHz, SSD 512GB NVMe PCIe SSD, no ODD, Black, Free DOS",5.22599 Lei,livrare in 3 zile
1289,"Laptop Lenovo 15.6'' V130 IKB, FHD, Procesor Intel® Core™ i5-8250U (6M Cache, up to 3.40 GHz), 4GB DDR4, 256GB SSD, GMA UHD 620, FreeDos, Iron Grey",2.51300 Lei,livrare in 4 zile
1290,"MICROSOFT Surface Book 2 13.5"" i7 1TB 16GB RAM",15.99612 Lei,livrare in 11 zile
1291,"Laptop Lenovo 14'' ThinkPad T490, FHD IPS, Procesor Intel® Core™ i7-8565U (8M Cache, up to 4.60 GHz), 16GB DDR4, 1TB SSD, GMA UHD 620, 4G LTE, Win 10 Pro, Black",9.51899 Lei,livrare in 3 zile
1292,"Laptop Clevo P775 cu procesor Intel® Core™ i9-9900k (3.6 GHz), 17.3” FHD IPS + G-Sync, 16 GB, 480GB SSD + 1TB HDD, NVIDIA® GeForce RTX 2080 8GB GDDR6, Free DOS, Dark Grey",16.49900 Lei,livrare in 11 zile
1293,"Laptop ASUS ZenBook Pro UX550GE-BO016R Intel® Core™ i7-8750H pana la 4.10 GHz, Coffee Lake, 15.6"", Full HD, Touch, 16GB, 512GB SSD, NVIDIA GeForce GTX 1050 Ti 4GB, Microsoft Windows 10 Pro,+Speakers Jabra Speak 510 UC",9.19999 Lei,livrare in 3 zile
1294,"Laptop Dell G5 15 - 5590 - 15.6-inch FHD (1920 x 1080) Anti-glare LED Backlight Non-touch IPS Display, 9th Gen Intel Core i5-9300H (8MB Cache, up to 4.1 GHz, 4 cores), 8GB DDR4 2666MHz(4Gx2),Windows 10 Pro (64Bit)",6.07733 Lei,livrare in 4 zile
1295,"Laptop Dell Inspiron 3593, 15.6 FHD, Procesor Intel Core i5-1035G1 (6MB Cache, up to 3.6 GHz), NVIDIA GeForce MX230 2GB GDDR5, 8GB DDR4, 512GB SSD, No ODD, Linux, Negru",3.29099 Lei,livrare in 3 zile
1296,"Laptop Lenovo ThinkPad T580 cu procesor Intel® Core™ i7-8550U pana la 4.00 GHz, Kaby Lake R, 15.6"", Full HD, IPS, 8GB, 256GB SSD, Intel® UHD Graphics 620, Microsoft Windows 10 Pro, Black",8.13537 Lei,în stoc
1297,"Laptop Acer Nitro 7 AN715-51, Intel Core i7-9750H, 15.6inch, RAM 8GB, SSD 256GB, nVidia GeForce GTX 1650 4GB, Linux, Black",4.95399 Lei,livrare in 3 zile
1298,"Laptop MSI GL75 9SD-090XRO, 17.3"" FHD, Intel Core i7-9750H 6-Core (2.60GHz, up to 4.50GHz, 12MB) + HM370, NVIDIA GeForce GTX 1660 Ti GDDR6 6GB, 8GB DDR4 2666MHz, SSD 512GB NVMe PCIe SSD, no ODD, Black, Free DOS",6.04199 Lei,livrare in 3 zile
1299,"Laptop Dell Vostro 3580 Intel Core Whiskey Lake (8th Gen) i7-8565U 1TB 8GB AMD Radeon 520 2GB Win10 Pro FullHD , Cablu de date",4.29999 Lei,livrare in 3 zile
1300,"Laptop Lenovo / SSD480, 81D100FURM, Celeron N4000 pana la 2.60 GHz, 4MB, Gemini Lake, 4GB, 480 GB SSD, NO ODD, UHD Graphics 600 ,Free DOS",1.56499 Lei,livrare in 4 zile
1301,"Laptop Acer Gaming 15.6'' Nitro 7 AN715-51, FHD 144Hz, Procesor Intel® Core™ i7-9750H (12M Cache, up to 4.50 GHz), 16GB DDR4, 512GB SSD, GeForce GTX 1660 Ti 6GB, Linux, Black",5.93499 Lei,în stoc
1302,"Ultrabook DELL 14'' Latitude 7490 (seria 7000), FHD, Procesor Intel® Core™ i7-8650U (8M Cache, up to 4.20 GHz), 16GB DDR4, 512GB SSD, GMA UHD 620, Win 10 Pro, Black, Mouse",9.39999 Lei,livrare in 3 zile
1303,"Laptop 2 in 1 HP x360 440 G1 Intel® Core™ i5-8250U pana la 3.40 GHz, Kaby Lake R, 14"", Full HD, Touch, 8GB, 256GB SSD, Intel® UHD Graphics 620, Microsoft Windows 10 Pro, Silver,Geanta",4.59998 Lei,livrare in 4 zile
1304,"Pachet Laptop HP ProBook 450 G5 Intel® Core™ i5-8250U pana la 3.40 GHz, Kaby Lake R, 15.6"", Full HD, 8GB, 128GB SSD, Intel® UHD Graphics 620, Microsoft Windows 10 Pro, Silver, Mouse",3.99999 Lei,livrare in 3 zile
1305,"Laptop Gaming ASUS ROG Strix G G531GV-AL027T, 15.6"" FHD, Intel Core i7-9750H (12M Cache, up to 4.50 GHz, 6 CORE), NVIDIA GeForce RTX2060 6GB GDDR6, 16GB DDR4 2666Mhz, SSD 512GB M.2 PCIE NVME, NO ODD, Windows 10 Home",7.22000 Lei,în stoc
1306,"Laptop MSI GL75 9SE-089XRO, 17.3"" FHD, Intel Core i7-9750H 6-Core (2.60GHz, up to 4.50GHz, 12MB) + HM370, NVIDIA GeForce RTX2060 6GB GDDR6, 8GB DDR4 2666MHz, SSD 512GB NVMe PCIe SSD, no ODD, Black, Free DOS",6.62099 Lei,livrare in 3 zile
1307,"Laptop Lenovo / SSD 480GB, Intel® Celeron® N4000 pana la 2.60 GHz, 15.6"", 4GB, SSD 480GB, Intel® UHD Graphics 600, Free DOS, gri",1.59899 Lei,livrare in 4 zile
1308,"Laptop Dell Vostro 3580, 15.6 FHD, Intel Core i7-8565U, 8GB ,DDR4, 256GB SSD, DVD-/+RW, AMD Radeon 520 Graphics 2G, BT, Ubuntu, Black, Geanta",3.79999 Lei,livrare in 3 zile
1309,"Laptop Gaming HP Pavilion 15-bc408nq cu procesor Intel® Core™ i7-8750H pana la 4.10 GHz, Coffee Lake, 15.6"", Full HD, 8GB, 1TB, NVIDIA GeForce GTX 1050 4GB, Free DOS, Shadow Black",5.21900 Lei,livrare in 7 zile
1310,"Pachet Laptop HP ProBook 430 G5 ,Intel® Core™ i5-8250U pana la 3.40 GHz, Kaby Lake R, 13.3"", 8GB, 256GB SSD, Intel® HD Graphics 620, Microsoft Windows 10 Pro, Silver, Geanta",4.39999 Lei,livrare in 3 zile
1311,"Laptop Toshiba Tecra Z50-C-13C cu procesor Intel® Core™ i7-6500U pana la 3.10 GHz, Skylake, 15.6"", Full HD, IPS, 8GB, 256GB SSD, Intel HD Graphics, 4G, Microsoft Windows 10 Pro, Gri",7.03171 Lei,livrare in 4 zile
1312,"Laptop Dell Latitude 5500, Intel Core i5-8265U, 15.6inch, RAM 8GB, SSD 256GB, Intel UHD Graphics 620, 4G, Linux, Black",4.60399 Lei,în stoc
1313,"Laptop Acer Gaming 15.6'' Nitro 7 AN715-51, FHD 144Hz, Procesor Intel® Core™ i7-9750H (12M Cache, up to 4.50 GHz), 8GB DDR4, 1TB 7200 RPM, GeForce GTX 1650 4GB, Linux, Black",5.43199 Lei,livrare in 3 zile
