,Product,Price,Status
112,"Laptop Dell Inspiron 3583 cu procesor Intel® Core™ i3-8145U pana la 3.90 GHz Whiskey Lake, 15.6"", Full HD, 8GB, 256GB SSD, Intel UHD Graphics, Ubuntu, Black",1.69999 Lei,în stoc
113,"Laptop Lenovo Ideapad S145-15IWL cu procesor Intel® Core™ i3-8145U pana la 3.90 GHz, 15.6"", Full HD, 8GB, 256GB SSD, Intel UHD Graphics 620, Free DOS, Grey",1.74999 Lei,în stoc
114,"Laptop ASUS X509FL cu procesor Intel® Core™ i7-8565U pana la 4.6 GHz, 15.6"", Full HD, 8GB, 1TB HDD, NVIDIA GeForce MX250 2GB, Free DOS, Slate Gray",2.99999 Lei,în stoc
115,"Laptop Lenovo Ideapad L340-15IWL cu procesor Intel® Celeron 4205U 1.80 GHz, 15.6"", Full HD, 4GB, 2TB HDD, DVD-RW, Intel UHD Graphics 610, Free DOS, Platinum Grey",1.19999 Lei,în stoc
116,"Laptop Gaming Lenovo Legion Y7000 cu procesor Intel Core i7-9750H pana la 4.5 GHz, 15.6"", Full HD, IPS, 16GB, 512GB SSD M.2, NVIDIA GeForce GTX 1650 4GB, Free DOS, Black",4.49999 Lei,în stoc
117,"Laptop Acer Aspire 3 A315-41-R93M cu procesor AMD Ryzen™ 5 3500U pana la 3.70 GHz, 15.6"", Full HD, 4GB, 256GB SSD, Radeon™ Vega 8 Graphics, Endless OS, Black",1.69999 Lei,în stoc
118,"Laptop ultraportabil ASUS VivoBook S531FA cu procesor Intel® Core™ i5-8265U pana la 3.90 GHz Whiskey Lake, 15.6"", Full HD, 8GB, 256GB SSD, Intel UHD Graphics 620, Free DOS, Transparent silver metal",2.69999 Lei,în stoc
119,"Laptop Gaming Acer Nitro 7 AN715-51 cu procesor Intel® Core™ i7-9750H pana la 4.50GHz, 15.6"", Full HD, IPS, 8GB, 1TB HDD, NVIDIA® GeForce® GTX 1650 4GB GDDR5, Endless OS, Black",4.19999 Lei,în stoc
120,"Laptop Gaming Acer Nitro 7 AN715-51 cu procesor Intel® Core™ i7-9750H pana la 4.50GHz, 15.6"", Full HD, IPS, 8GB, 1TB HDD, NVIDIA® GeForce® GTX 1650 4GB GDDR5, Endless OS, Black",4.19999 Lei,în stoc
121,"Laptop ultraportabil ASUS VivoBook S431FA cu procesor Intel® Core™ i7-8565U pana la 4.60 GHz Whiskey Lake, 14"", Full HD, 8GB, 512GB SSD, Intel UHD Graphics 620, Free DOS, Gun Grey",3.49999 Lei,în stoc
122,"Laptop Lenovo IdeaPad S145-15IWL, Intel® Celeron® 4205U, 4GB DDR4, SSD 128GB, Intel® UHD Graphics, Free DOS",99999 Lei,în stoc
123,"Laptop HP 15-db1023nq cu procesor AMD Ryzen™ 3 3200U pana la 3.50 GHz, 15.6"", Full HD, 4GB, 128GB SSD, AMD Radeon™ Vega 3, Free DOS, Black",1.29999 Lei,în stoc
124,"Laptop Gaming OMEN by HP 17-cb0006nq cu procesor Intel® Core™ i7-9750H pana la 4.50 GHz, 17.3"", Full HD, IPS, 144Hz, G-Sync, 32GB, 512GB SSD, Nvidia GeForce RTX 2070 8GB, Free DOS, Black",7.99999 Lei,în stoc
125,"Laptop gaming ASUS ROG Strix G531GT cu procesor Intel® Core™ i5-9300H pana la 4.0 GHz Coffee Lake, 15.6"", Full HD, IPS, 120Hz, 8GB, 256GB SSD + 1TB HDD, NVIDIA GeForce GTX 1650 4GB, Free DOS, Black",3.89999 Lei,ultimul produs in stoc
126,"Laptop ultraportabil ASUS S430FA cu procesor Intel® Core™ i3-8145U pana la 3.90 GHz Whiskey Lake, 14"", Full HD, 4GB, 256GB SSD, Intel UHD Graphics 620, Free DOS, Silver Blue Metal",2.09999 Lei,în stoc
127,"Laptop HP 250 G7 cu procesor Intel® Core™ i3-7020U 2.30 GHz Kaby Lake, 15.6"", Full HD, 8GB, 1TB HDD, DVD-RW, Intel® HD Graphics, Free DOS, Silver",1.79999 Lei,ultimele 2 produse
128,"Laptop Acer Aspire 5 A515-52KG-39FM cu procesor Intel® Core™ i3-7020U 2.30 GHz Kaby Lake, 15.6"", Full HD, 4GB, 256GB SSD, NVIDIA GeForce MX230 2GB, Linux, Obsidian Black",1.64999 Lei,în stoc
129,"Laptop Lenovo ThinkPad E590 cu procesor Intel® Core™ i5-8265U pana la 3.90 GHz, Whiskey Lake, 15.6"", Full HD, IPS, 8GB, 256GB SSD, Intel® UHD Graphics 620, Free DOS, Black",2.73700 Lei,ultimul produs in stoc
130,"Laptop ultraportabil Lenovo ThinkPad X1 Carbon 6th gen cu procesor Intel® Core™ i5-8250U pana la 3.40 GHz Kaby Lake R, 14"", Full HD, 8GB, 256GB SSD, Intel UHD Graphics 620, Windows 10 Pro, Black",6.19999 Lei,în stoc
131,"Laptop Gaming OMEN by HP 15-dc1004nq cu procesor Intel® Core™ i7-8750H pana la 4.10 GHz, Coffee Lake, 15.6"", Full HD, IPS, 144Hz, 16GB, 1TB + 128GB SSD, NVIDIA GeForce RTX 2060 6GB, Free DOS, Shadow Black",5.89999 Lei,în stoc
132,"Laptop HP 15-db1026nq cu procesor AMD Ryzen™ 5 3500U pana la 3.70 GHz, 15.6"", Full HD, 8GB, 512GB SSD, AMD Radeon™ Vega 8, Windows 10 Home, Black",2.39999 Lei,în stoc
133,"Laptop Gaming Dell Inspiron G3 3590 cu procesor Intel® Core™ i5-9300H pana la 4.10 GHz Coffee Lake, 15.6"", Full HD, 8GB, 512GB SSD, GeForce GTX 1650 4GB, Windows 10 Home, Black",4.19999 Lei,în stoc
134,"Laptop Apple MacBook Pro 13"" Touch Bar, procesor Intel® Core™ i5 1.4GHz, 8GB, 256GB SSD, Intel Iris Plus Graphics 645, Space Grey, INT KB",7.69999 Lei,ultimele 2 produse
135,"Laptop ultraportabil ASUS VivoBook S431FA cu procesor Intel® Core™ i5-8265U pana la 3.90 GHz Whiskey Lake, 14"", Full HD, 8GB, 256GB SSD, Intel UHD Graphics 620, Free DOS, Transparent Silver",2.79999 Lei,în stoc
136,"Laptop Lenovo Ideapad S145-15IGM cu procesor Intel® Celeron™ N4000 Gemini Lake, 15.6"", HD, 4GB, 128GB SSD, Intel UHD Graphics 600, Free DOS, Platinum Grey",99999 Lei,în stoc
137,"Laptop Lenovo Ideapad L340-15IWL cu procesor Intel® Core i5-8265U pana la 3.90 GHz, 15.6"", Full HD, 8GB, 512GB SSD M.2, DVD-RW, Intel UHD Graphics 620, Free DOS, Abyss Blue",2.49999 Lei,în stoc
138,"Laptop Apple MacBook Air 13 cu procesor Intel® Dual Core™ i5 1.80GHz, 13.3"", 8GB, 128GB SSD, Intel® HD Graphics 6000, ROM KB, Silver",5.79999 Lei,în stoc
139,"Laptop gaming Dell Inspiron G3 3590 cu procesor Intel® Core™ i7-9750H pana la 4.50 GHz Coffee Lake, 15.6"", Full HD, 16GB, 256GB SSD + 1TB HDD, NVIDIA GeForce GTX 1650 4GB, Windows 10, Black",5.99999 Lei,ultimele 2 produse
140,"Laptop Gaming Acer Predator Helios 300 PH317-53 cu procesor Intel® Core™ i7-9750H pana la 4.5 GHz, 17.3"", Full HD, IPS, 144Hz, 16GB, 512GB SSD, GeForce RTX™ 2060 6GB, Free DOS, Abyssal Black",6.99999 Lei,ultimele 3 produse
141,"Laptop ultraportabil Lenovo ThinkPad T490 cu procesor Intel® Core™ i5-8265U pana la 3.90 GHz, Whiskey Lake, 14"", Full HD, IPS, 8GB, 256GB SSD, Intel® UHD Graphics 620, Windows 10 Pro, Black",6.69999 Lei,ultimul produs in stoc
142,"Laptop Ultraportabil Lenovo ideapad S340-14API cu procesor AMD Ryzen 5 3500U pana la 3.70 GHz, 14"", Full HD, 8GB, 512GB SSD, AMD Radeon Vega 8 Graphics, Windows 10 Home, Platinum Grey",2.49999 Lei,în stoc
143,"Laptop Gaming HP Pavilion 15-bc415nq cu procesor Intel® Core™ i5-8250U pana la 3.40 GHz, Kaby Lake R, 15.6"", Full HD, 4GB, 1TB, NVIDIA GeForce GTX 1050 4GB, Free DOS, Shadow Black",2.99999 Lei,ultimul produs in stoc
144,"Laptop Gaming ASUS Rog Strix GL503GE cu procesor Intel® Core™ i5-8300H pana la 4.00 GHz, 15.6”, Full HD, 8GB, 256GB SSD M.2 + 1TB HDD, GeForce GTX 1050Ti 4GB, Free DOS, Gunmetal",3.99999 Lei,ultimul produs in stoc
145,"Laptop Gaming HP Pavilion 15-dk0024nq cu procesor Intel® Core™ i5-9300H pana la 4.10 GHz, 15.6"", Full HD, IPS, 16GB, 512GB SSD, NVIDIA GeForce GTX 1050 3GB, Free DOS, Shadow Black",3.59999 Lei,în stoc
146,"Laptop Ultraportabil ASUS ZenBook Pro Duo UX581GV cu procesor Intel® Core™ i9-9980HK pana la 5.00 GHz Coffee Lake, 15.6"", 4K, 32GB, 1TB SSD M.2, NVIDIA GeForce RTX 2060 6GB, Windows 10 Pro, Celestial Blue",17.19999 Lei,în stoc
147,"Laptop Lenovo V130-15IKB cu procesor Intel® Core™ i5-7200U pana la 3.10 GHz, Kaby Lake, 15.6"", Full HD, 8GB, 256GB SSD, Radeon 530 2GB, Free DOS, Iron Grey",2.19999 Lei,în stoc
148,"Laptop ultraportabil Lenovo Ideapad S340-14IWL cu procesor Intel® Core™ i5-8265U pana la 3.9 GHz, 14"", Full HD, IPS, 8GB, 1TB SSD M.2, Intel UHD Graphics 620, Free DOS, Sand Pink",2.94999 Lei,în stoc
149,"Laptop Gaming OMEN by HP 17-cb0002nq cu procesor Intel® Core™ i7-9750H pana la 4.50 GHz, 17.3"", Full HD, IPS, 16GB, 1TB + 256GB SSD, NVIDIA® GeForce® GTX 1660 Ti 6GB, Free DOS, Black",5.99999 Lei,în stoc
150,"Laptop Gaming HP Pavilion 15-cx0009nq cu procesor Intel® Core™ i7-8750H pana la 4.10 GHz, Coffee Lake, 15.6"", Full HD, IPS, 144Hz, 8GB, 1TB, NVIDIA® GeForce® GTX 1050 Ti 4GB, Free DOS, Black",3.89999 Lei,în stoc
151,"Laptop ultraportabil Lenovo IdeaPad 530S-14IKB cu procesor Intel® Core™ i5-8250U pana la 3.40 GHz, Kaby Lake R, 14"". WQHD, IPS, 8GB, 512GB M.2 SSD, Intel® UHD Graphics 620, FPR, Free DOS, Copper",3.39999 Lei,în stoc
152,"Laptop Lenovo Ideapad L340-15IWL cu procesor Intel® Core i3-8145U pana la 3.90 GHz, 15.6"", Full HD, 8GB, 512GB SSD M.2, DVD-RW, Intel UHD Graphics 620, Free DOS, Abyss Blue",1.99999 Lei,în stoc
153,"Laptop ultraportabil Lenovo Yoga S740-14IIL cu procesor Intel® Core™ i7-1065G7 pana la 3.90 GHz Ice Lake, 14"", Full HD, IPS, 8GB, 1TB SSD, Intel Iris Plus Graphics, Windows 10 Home, Mica",4.69999 Lei,în stoc
154,"Laptop Dell Inspiron 3583 cu procesor Intel Core i5-8265U pana la 3.9 Ghz, 15.6"", Full HD, 8GB, 256GB SSD M.2, Intel UHD Graphics 620, Ubuntu, Black",2.39999 Lei,în stoc
155,"Laptop Lenovo ideapad L340-15API cu procesor AMD Ryzen™ 7 3700U pana la 4.00 GHz, 15.6"", Full HD, 8GB, 256GB SSD, AMD Radeon RX Vega 10 Graphics, Free DOS, Platinum Grey",2.19999 Lei,în stoc
156,"Laptop Gaming Lenovo Legion Y7000 cu procesor Intel® Core i5-9300H pana la 4.10 GHz, 15.6"", Full HD, IPS, 8GB, 1TB + 128GB SSD M.2, NVIDIA GeForce GTX 1650 4GB GDDR5, Free DOS, Black",3.69999 Lei,ultimele 2 produse
157,"Laptop 2 in 1 HP Elite Dragonfly cu procesor Intel® Core™ i7-8565U pana la 4.60 GHz Whiskey Lake, 13.3"", Full HD, Touch, 16GB, 512GB SSD + 32GB 3D Xpoint SSD, Intel® UHD Graphics 620, Windows 10 Pro, Cobalt Blue",11.99999 Lei,precomandă
158,"Laptop gaming ASUS ROG Zephyrus M GU502GU cu procesor Intel® Core™ i7-9750H pana la 4.5 GHz Coffee Lake, 15.6"", Full HD, IPS, 144Hz, 16GB, 512GB SSD, NVIDIA® GeForce GTX 1660Ti 6GB, Free DOS, Brushed Black",6.79999 Lei,ultimele 3 produse
159,"Laptop ultraportabil ASUS UX362FA cu procesor Intel® Core™ i7-8565U pana la 4.60 GHz Whiskey Lake, 13.3"", Full HD, 8GB, 512GB SSD, Intel UHD Graphics 620, Windows 10, Gun Grey",4.99999 Lei,în stoc
160,"Laptop Gaming HP Pavilion 15-cx0001nq cu procesor Intel® Core™ i5-8300H pana la 4.00 GHz, Coffee Lake, 15.6"", Full HD, IPS, 8GB, 256GB SSD, NVIDIA® GeForce® GTX 1050 Ti 4GB, Free DOS, Black",2.94999 Lei,în stoc
161,"Laptop Gaming Lenovo Legion Y540-17IRH cu procesor Intel® Core i7-9750H pana la 4.50 GHz, 17.3"", Full HD, IPS, 8GB, 1TB + 128GB SSD M.2, NVIDIA GeForce GTX 1650 4GB GDDR5, Free DOS, Black",4.49999 Lei,în stoc
162,"Laptop Gaming Lenovo Legion Y740-15IRHg cu procesor Intel® Core™ i7-9750H pana la 4.50 GHz Coffee Lake, 15.6"", Full HD, IPS, 144Hz, G-Sync, 16GB, 1TB HDD + 512GB SSD, NVIDIA GeForce RTX 2070 Max-Q 8GB, Free DOS, Black",7.19999 Lei,în stoc
163,"Laptop Apple MacBook Pro 16"" Touch Bar, procesor Intel® Core™ i7 2.60 GHz, 16GB, 512GB SSD, Radeon Pro 5300M 4GB, Silver, ROM KB",13.49999 Lei,ultimele 2 produse
164,"Laptop Lenovo IdeaPad 330-15IKB cu procesor Intel® Core™ i3-7020U 2.30 GHz, Kaby Lake, 15.6"", Full HD, 4GB, 1TB, NVIDIA GeForce MX150 2GB, Free DOS, Platinum Grey",1.69999 Lei,în stoc
165,"Laptop Gaming Asus ROG G703GXR cu procesor Intel Core i9-9980HK pana la 5.0GHz, 17.3"" Full HD, 32GB, 1.5TB SSD M.2, NVIDIA® GeForce RTX™ 2080 8GB, Windows 10 Pro, Silver",18.49999 Lei,ultimele 3 produse
166,"Laptop ultraportabil Lenovo Yoga S740-14IIL cu procesor Intel® Core™ i5-1035G4 pana la 3.70 GHz Ice Lake, 14"", Full HD, IPS, 16GB, 1TB SSD, Intel Iris Plus Graphics, Windows 10 Home, Mica",4.39999 Lei,în stoc
167,"Laptop Gaming Lenovo Legion Y740-15IRHg cu procesor Intel® Core i7-9750H pana la 4.50 GHz Coffee Lake, 15.6"", Full HD, IPS, 144Hz, G-Sync, 16GB, 1TB HDD + 512GB SSD, NVIDIA GeForce RTX 2060 6GB, Free DOS, Black",7.49999 Lei,ultimele 3 produse
168,"Laptop ultraportabil ASUS VivoBook S431FA cu procesor Intel® Core™ i7-8565U pana la 4.60 GHz Whiskey Lake, 14"", Full HD, 8GB, 512GB SSD, Intel UHD Graphics 620, Free DOS, Silver",3.49999 Lei,în stoc
169,"Laptop Gaming Lenovo Legion Y740-15IRH cu procesor Intel Core i7-9750H pana la 4.50Ghz, 15.6"", Full HD, 144Hz, IPS, Antiglare, 16GB, 512GB SSD M.2, NVIDIA GeForce GTX 1660 Ti 6GB GDDR6, Free DOS, Black",6.39999 Lei,în stoc
170,"Laptop ASUS VivoBook X512FA cu procesor Intel® Core™ i7-8565U pana la 4.60 GHz Whiskey Lake, 15.6"", Full HD, 8GB, 1TB HDD, Intel UHD Graphics 620, Free DOS, Slate Gray",2.99999 Lei,ultimul produs in stoc
171,"Laptop Lenovo Ideapad L340-15IWL cu procesor Intel® Core i5-8265U pana la 3.90 GHz, 15.6"", Full HD, 8GB, 256GB SSD M.2, DVD-RW, Intel UHD Graphics 620, Free DOS, Blizzard White",2.24999 Lei,în stoc
172,"Laptop HP ENVY 17-ce1002nq cu procesor Intel® Core™ i5-10210U pana la 4.20 GHz Comet Lake, 17.3"", Full HD, IPS, 16GB, 512GB SSD, Nvidia GeForce MX250 2GB, Windows 10 Home, Natural silver",4.99999 Lei,ultimele 3 produse
173,"Laptop Lenovo Ideapad S340-15IWL cu procesor Intel Core i5-8265U pana la 3.90 GHz, 15.6"", Full HD, 8GB, 1TB HDD + 256GB SSD, Intel UHD Graphics 620, Free DOS, Abyss Blue",2.59999 Lei,ultimele 3 produse
174,"Laptop Gaming Lenovo Legion Y540-17IRH cu procesor Intel® Core™ i7-9750H pana la 4.50 GHz, Coffee Lake, 17.3"", Full HD, 16GB, 512GB M.2 SSD, NVIDIA GeForce RTX 2060 6GB GDDR6, Free DOS, Black",6.19999 Lei,în stoc
175,"Laptop ultraportabil ASUS VivoBook S431FL cu procesor Intel® Core™ i5-8265U pana la 3.90 GHz Whiskey Lake, 14"", Full HD, 8GB, 256GB SSD, NVIDIA GeForce MX250 2GB, Free DOS, Silver",2.99999 Lei,în stoc
176,"Laptop ultraportabil Lenovo Yoga S740 cu procesor Intel® Core i5-1035G1 pana la 3.60 GHz Ice Lake, 14"", Full HD, IPS, 16GB, 1TB SSD, NVIDIA GeForce MX250 2GB, Windows 10 Home, Iron Grey",4.69999 Lei,în stoc
177,"Laptop ASUS VivoBook X512FJ cu procesor Intel® Core™ i5-8265U pana la 3.90 Ghz Whiskey Lake, 15.6"", Full HD, 8GB, 256GB SSD, NVIDIA GeForce MX230 2GB, Free DOS, Slate Gray",2.59999 Lei,în stoc
178,"Laptop Ultraportabil ASUS ZenBook Pro Duo UX581GV cu procesor Intel® Core™ i7-9750H pana la 4.50 GHz Coffee Lake, 15.6"", 4K, 32GB, 1TB SSD, NVIDIA GeForce RTX 2060 6GB, Windows 10 Pro, Celestial Blue",13.89999 Lei,în stoc
179,"Laptop ASUS VivoBook 15 X512FA-EJ1000, 15.6"" FHD, Intel Core i7-8565U (8M Cache, up to 4.60 GHz), Intel UHD Graphics 620, RAM 8GB DDR4 2400Mhz (4 onboard+ 4 SODIMM), HDD 1TB 5400RPM + slot liber M.2, NO ODD, Coral Crush, FARA OS",3.28901 Lei,în stoc
180,"Laptop Lenovo V330-15IKB cu procesor Intel® Core™ i7-8550U pana la 4.00 GHz, Kaby Lake R, 15.6"", Full HD, 8GB, 1TB, Intel® UHD Graphics 620, Microsoft Windows 10 Pro, Iron Gray",3.19999 Lei,ultimele 2 produse
181,"Laptop Gaming Lenovo Legion Y540-15IRH cu procesor Intel® Core i5-9300H pana la 4.10 GHz, 15.6"", Full HD IPS, 144Hz, 8GB, 1TB SSD M.2, NVIDIA GeForce RTX 2060 6GB GDDR6, Free DOS, Black",5.49999 Lei,în stoc
182,"Laptop Lenovo Ideapad L340-15IWL cu procesor Intel Core i7-8565U pana la 4.6 GHz, 15.6"", Full HD, 8GB, 512GB SSD M.2, DVD-RW, Intel UHD Graphics 620, Free DOS, Abyss Blue",2.84999 Lei,în stoc
183,"Laptop ultraportabil Lenovo IdeaPad 330S-14IKB cu procesor Intel® Core™ i7-8550U pana la 4.00 GHz, Kaby Lake R, 14"", Full HD, IPS, 8GB, 512GB SSD, Intel® UHD Graphics 620, Free DOS, Mid Night Blue",3.19999 Lei,ultimul produs in stoc
184,"Laptop 2 in 1 HP Elite Dragonfly cu procesor Intel® Core™ i5-8265U pana la 4.60 GHz Whiskey Lake, 13.3"", Full HD, Touch, 8GB, 256GB SSD, Intel® UHD Graphics 620, Windows 10 Pro, Cobalt Blue",9.99999 Lei,precomandă
185,"Laptop Lenovo V130-15IKB cu procesor Intel® Core i5-7200U pana la 3.1GHz, 15.6"", Full HD, 8GB, 256GB SSD M.2, Intel® HD Graphics, Free DOS, Iron Grey",1.99999 Lei,în stoc
186,"Laptop HP 15-dw0017nq cu procesor Intel® Core™ i5-8265U pana la 4.10 GHz, 15.6"", Full HD, IPS, 8GB, 256GB SSD, NVIDIA® GeForce® MX130 2GB, Free DOS, Silver",2.49999 Lei,ultimele 3 produse
187,"Laptop 2 in 1 Lenovo Miix 520-12IKB cu procesor Intel® Core™ i7-8550U pana la 4.00 GHz, Kaby Lake R, 12.2”, Full HD, IPS , Touch, 16GB, 1TB SSD, Intel UHD Graphics 620, Microsoft Windows 10, Platinum, Active Pen 2",6.89998 Lei,în stoc
188,"Laptop Lenovo Ideapad L340-15IWL cu procesor Intel® Core i3-8145U pana la 3.90 GHz, 15.6"", Full HD, 4GB, 256GB SSD M.2, DVD-RW, Intel UHD Graphics 610, Free DOS, Blizzard White",1.74999 Lei,în stoc
189,"Laptop ultraportabil Acer Swift 3 SF314-56-35NJ cu procesor Intel® Core™ i3-8145U pana la 3.90 GHz, Whiskey Lake, 14"", Full HD, IPS, 8GB, 256GB SSD, Intel UHD Graphics 620, Microsoft Windows 10, Silver",2.39999 Lei,în stoc
190,"Laptop HP 250 G7 cu procesor Intel® Core™ i3-7020U pana la 2.30 GHz, Kaby Lake, 15.6"", Full HD, 8GB, 1TB HDD, NVIDIA® GeForce® MX110 2GB, Free DOS, Dark Ash Silver",1.79999 Lei,în stoc
191,"Laptop 2 in 1 Lenovo IdeaPad C340-14API cu procesor AMD Ryzen 5 3500U pana la 3.70 GHz, 14"", Full HD, Touch, 8GB, 256GB SSD M.2, AMD Radeon Vega 8, Windows 10 Home, Platinum Grey",2.69999 Lei,în stoc
192,"Laptop Gaming MSI GT76 Titan DT 9SG-214RO cu procesor Intel® Core™ i9-9900K pana la 5.00 GHz Coffe Lake Refresh, 17.3"", Full HD, 240Hz, 32GB, 2TB SSD, NVIDIA GeForce RTX2080 8GB, Windows 10 Home, Black",19.99999 Lei,ultimul produs in stoc
193,"Laptop HP 15-da0190nq cu procesor Intel® Core™ i3 7020U 2.30 GHz, Kaby Lake, 15.6"", 4GB, 1TB, Intel® HD Graphics 620, Microsoft Windows 10, Black",1.69999 Lei,în stoc
194,"Laptop ultraportabil Lenovo Ideapad S340-14IWL cu procesor Intel® Core™ i3-8145U pana la 3.90 GHz, 14"", Full HD, IPS, 4GB, 256GB SSD M.2, Intel UHD Graphics 620, Free DOS, Abyss Blue",1.79999 Lei,în stoc
195,"Laptop Lenovo Ideapad S540-15IWL cu procesor Intel® Core™ i7-8565U pana la 4.60GHz, 15.6"", Full HD, IPS, 8GB, 1TB SSD M.2, NVIDIA GeForce MX250 2GB GDDR5, Microsoft Windows 10, Abyss Blue",4.29999 Lei,în stoc
196,"Laptop Apple MacBook Pro 15, ecran Retina, Touch Bar, procesor Intel® Core™ i7 2.60 GHz, 16GB, 256GB SSD, Radeon Pro 555X W 4GB, macOS Mojave, ROM KB, Space Grey",11.99999 Lei,ultimele 3 produse
197,"Laptop Dell Inspiron 3583 cu procesor Intel® Core™ i5-8265U pana la 3.90 GHz, Whiskey Lake, 15.6"", 8GB, 256GB SSD, AMD Radeon 520 2GB, Linux, Black",2.19999 Lei,în stoc
198,"Laptop Gaming Acer Nitro 5 AN515-54-73AN cu procesor Intel® Core™ i7-9750H pana la 4.50 GHz Coffee Lake, 15.6"", Full HD, IPS, 8GB, 512GB SSD x 2 Raid, NVIDIA® GeForce GTX 1650 4GB, Linux, Obsidian Black",4.19999 Lei,ultimele 2 produse
199,"Laptop MSI GT75 Titan 8SG cu procesor Intel Core i9-8950HK pana la 4.8 GHz, 17.3"", Full HD, 64GB, HDD 1TB + SSD 2x 512GB M.2, nVidia GeForce RTX 2080 8GB, Windows 10 Pro, Black",22.93599 Lei,ultimul produs in stoc
200,"Laptop Lenovo Ideapad S145-15IWL cu procesor Intel Core i5-8265U pana la 3.9 GHz, 15.6"", Full HD, 8GB, 256GB SSD M.2, Intel UHD Graphics 620, Windows 10 Home, Grey",2.49999 Lei,în stoc
201,"Laptop ultraportabil Lenovo Ideapad S540-14API cu procesor AMD Ryzen 5 3500U pana la 3.7 GHz, 14"", Full HD, 8GB, 512GB SSD M.2, AMD Radeon Vega 8, Windows 10 Home, Copper",2.99999 Lei,în stoc
202,"Laptop Lenovo Ideapad L340-15API cu procesor AMD Ryzen 5 3500U pana la 3.7 GHz, 15.6"", Full HD, 8GB, 256GB SSD M.2, DVD-RW, AMD Radeon Vega 8, Free DOS, Blizzard White",1.94999 Lei,în stoc
203,"Laptop Gaming Lenovo Legion Y7000 cu procesor Intel Core i7-9750H pana la 4.5 GHz, 15.6"", Full HD, 8GB DDR4, 256GB SSD M.2 + 1TB HDD, NVIDIA GeForce GTX 1650 4GB, Free DOS, Black",4.29999 Lei,în stoc
204,"Laptop Lenovo Ideapad L340-15IWL cu procesor Intel® Celeron 4205U 1.80 GHz, 15.6"", Full HD, 4GB, 128GB SSD M.2, DVD-RW, Intel UHD Graphics 610, Free DOS, Blizzard White",1.09999 Lei,în stoc
205,"Laptop ultraportabil ASUS VivoBook S15 S531FA cu procesor Intel® Core™ i5-8265U pana la 3.9 GHz Whiskey Lake, 15.6"", Full HD, 8GB, 256GB SSD M.2, Intel UHD Graphics 620, Free DOS, Moss Green",2.69999 Lei,în stoc
206,"Laptop Lenovo V130-15IKB cu procesor Intel Core i5-8250U pana la 3.40 GHz, 15.6"", Full HD, 4GB, 500GB HDD, Intel HD Graphics 620, Free DOS, Iron Grey",1.79999 Lei,în stoc
207,"Laptop ultraportabil ASUS VivoBook S15 S530FA cu procesor Intel® Core™ i5-8265U pana la 3.90 GHz Whiskey Lake, 15.6"", Full HD, 8GB, 2TB, Intel UHD Graphics 620, Endless OS, Gun Metal",2.69999 Lei,în stoc
208,"Laptop ultraportabil ASUS VivoBook S431FL cu procesor Intel® Core™ i5-8265U pana la 3.90 GHz Whiskey Lake, 14"", Full HD, 8GB, 256GB SSD, NVIDIA GeForce MX250 2GB, Free DOS, Silver",2.99999 Lei,în stoc
209,"Laptop ultraportabil ASUS VivoBook S431FL cu procesor Intel® Core™ i7-8565U pana la 4.60 GHz Whiskey Lake, 14"", Full HD, 8GB, 512GB SSD, NVIDIA GeForce MX250 2GB, Free DOS, Gun Metal Grey",3.79999 Lei,în stoc
210,"Laptop 2 in 1 HP Spectre x360 13-ap0021nq cu procesor Intel® Core™ i7-8565U pana la 4.60 GHz Whiskey Lake, 13.3"", 4K UHD, IPS, 16GB, 512GB SSD, Intel® UHD Graphics 620, Windows 10 Home, Dark ash silver",7.49999 Lei,în stoc
211,"Laptop 2 in 1 Lenovo Yoga C640-13IML cu procesor Intel® Core™ i5-10210U pana la 4.20 GHz Comet Lake, 13.3"", Full HD, IPS, 8GB, 256GB SSD, Intel UHD Graphics, Windows 10 Home S, Iron Grey",3.79999 Lei,în stoc
212,"Laptop Dell Inspiron 3593 cu procesor Intel® Core™ i5-1035G1 pana la 3.60 GHz Ice Lake, 15.6"", Full HD, 4GB, 256GB SSD, NVIDIA GeForce MX230 2GB, Windows 10 Home, Black",2.99999 Lei,în stoc
213,"Laptop Acer Aspire 3 A315-41G-R89P cu procesor AMD Ryzen™ 5 3500U pana la 3.70 GHz, 15.6"", Full HD, 8GB, 1TB, Radeon 535 2GB, Linux, Black",1.99999 Lei,în stoc
214,"Laptop Lenovo Ideapad S540-15IWL cu procesor Intel® Core™ i5-8265U pana la 3.9 GHz, Whiskey Lake, 15.6"", Full HD, IPS, 8GB, 1TB SSD, Intel UHD Graphics 620, Windows 10 Home 64, Abyss Blue",3.49999 Lei,în stoc
215,"Laptop Gaming Lenovo Ideapad L340-15IRH cu procesor Intel® Core™ i5-9300H pana la 4.10 GHz Coffee Lake, 15.6"", Full HD, 4GB, 512GB SSD, NVIDIA GeForce GTX 1050 3GB, Free DOS, Granite Black",2.89999 Lei,în stoc
216,"Laptop Dell Vostro 3578 cu procesor Intel® Core™ i3-8130U pana la 3.40 GHz Kaby Lake, 15.6"", Full HD, 4GB, 128GB SSD, DVD-RW, Intel HD Graphics, Windows 10 Pro, Black",1.99998 Lei,în stoc
